,source,created_at,text,author_id,id,geo.place_id,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,geo.coordinates.type,geo.coordinates.coordinates,country,full_name,Timeline
154,Twitter for iPhone,2021-05-26T13:53:15.000Z,"More than 98% of the COVID-19 vaccines in the world have gone to high- and middle-income countries. 

Ninety eight percent!!!

Sit on it for a while. 

#VaccineEquity",58647198,1397551408837271564,67b98f17fdcf20be,0,0,0,0,,,United States,"Boston, MA",After_May
155,Twitter for iPhone,2021-05-18T13:54:21.000Z,"In @PLOS by @UNSW: In 11 months of 2020, around 100 million people saw false information or conspiracy theories about #COVID19 od COVID-19 vaccines online.

https://t.co/D0noCBxEcE https://t.co/WJETju7RmM",907321859292745728,1394652582254108675,67b98f17fdcf20be,0,0,1,0,,,United States,"Boston, MA",After_May
156,Twitter for iPhone,2021-05-22T14:53:41.000Z,Today’s a good Saturday for @mtgreenee to resign and go fuck herself for comparing covid vaccinations and wearing a mask to the genocide of Jews during the Holocaust. https://t.co/A30z3OJwpE,63514682,1396117065610711052,7b93be1d864cedbb,245,64,1335,28,,,United States,"Providence, RI",After_May
157,Twitter for iPhone,2021-05-24T01:19:32.000Z,"Kiss me, I’m vaccinated 😘",63514682,1396636950874951684,7b93be1d864cedbb,54,156,1387,9,,,United States,"Providence, RI",After_May
158,Twitter for iPhone,2021-05-20T21:35:24.000Z,Vaccinated women do it better,63514682,1395493384173805570,7b93be1d864cedbb,56,41,734,11,,,United States,"Providence, RI",After_May
159,Twitter for Android,2021-05-28T15:35:35.000Z,"@AmandaMarcotte I'm looking for any explanation of how the lab-leak would work, given what we know about SARS-CoV-2. Every time I think it through it immediately falls apart. E.g. if lab found SARS-CoV-2, then it was already adapted to human transmission and was already spreading.",18533000,1398301934923177988,c0b8e8dc81930292,0,2,6,0,,,United States,"Baltimore, MD",After_May
160,Squarespace,2021-05-17T15:59:23.000Z,First Baptist in Dallas works to promote COVID-19 vaccines: Was this a big news story?  https://t.co/GXR9Yi9HBN,37790742,1394321658840641536,c0b8e8dc81930292,0,0,2,1,Point,"[-76.6121893, 39.2903848]",United States,"Baltimore, MD",After_May
161,Twitter for Android,2021-05-28T01:41:04.000Z,"@wokyleeks @fairyflowercrow @AlanVRK @xeni @ggreenwald @chrislhayes I've pointed this out elsewhere, but RaTG13 diverged from the SARS-COV-2 strain over 40 years ago. No amount of serial passage can run evolution backwards to generate SARS-CoV-2 from RaTG13. The geneticists concerned with GoF are aware of this and avoid your scenario.",18533000,1398091923328585733,c0b8e8dc81930292,0,0,0,0,,,United States,"Baltimore, MD",After_May
162,Squarespace,2021-05-17T15:59:23.000Z,First Baptist in Dallas works to promote COVID-19 vaccines: Was this a big news story?  https://t.co/iU2ZC7YrAW,51369757,1394321658761056262,c0b8e8dc81930292,0,0,1,0,Point,"[-76.6121893, 39.2903848]",United States,"Baltimore, MD",After_May
163,Twitter for Android,2021-05-28T15:50:39.000Z,"@AmandaMarcotte Meanwhile, nearly every day there is more evidence for natural origin. From asymptomatic transmission to closer SARS-CoV-2 relatives in the wild. https://t.co/JSj9pCbkBN",18533000,1398305727438065665,c0b8e8dc81930292,0,0,0,0,,,United States,"Baltimore, MD",After_May
164,Twitter for iPhone,2021-05-17T15:31:59.000Z,"The cdc says that fully vaccinated people should stop making ‘cdc says’ tweets and adopt sweet older girl Penny at @BARCS_SHELTER for senior pup summer. Her former person “no longer had time to care for her”, so give her a home: https://t.co/sk2iEcWEtV or RT! https://t.co/sTpoFbgXGn",1242085770,1394314761899286539,c0b8e8dc81930292,24,4,58,1,,,United States,"Baltimore, MD",After_May
165,Twitter for iPhone,2021-05-22T11:22:49.000Z,Good morning Baltimore! It’s a great day to get VACCINATED! Ages 12 and up are eligible. See you soon! https://t.co/vlKiDmDSyC,2962239527,1396063996680278023,c0b8e8dc81930292,38,3,55,1,,,United States,"Baltimore, MD",After_May
166,Twitter for iPhone,2021-05-20T15:37:46.000Z,Michigan has administered almost 7.9 million doses of covid-19 vaccines. Hospitalizations and number of cases continue to drop in Michigan. @GovWhitmer,305381599,1395403381280280576,a81f9ed24c15d6af,2,1,16,0,,,United States,"Grand Rapids, MI",After_May
167,Twitter for Android,2021-05-14T02:13:45.000Z,"If you have been trusting the scientists and experts throughout the pandemic (as I have been), but now say you don't trust the CDC guidance for fully vaccinated people, I'm not sure you understand the meaning of the word trust.",120184055,1393026720178085889,a81f9ed24c15d6af,23,17,262,4,,,United States,"Grand Rapids, MI",After_May
168,Twitter for iPhone,2021-05-25T15:43:18.000Z,Thank you to the great staff from @ChenMedical for providing me with an in-depth tour of your wonderful senior citizens medical facility in Northwest Dade! This beautiful facility has also been providing Covid-19 vaccines to the community since February! 💉 https://t.co/iPNF2obE5P,1330015251220361218,1397216715868721152,12761687c4545000,3,0,6,1,,,United States,Chen Senior Medical Center,After_May
169,Twitter for iPad,2021-05-30T16:26:43.000Z,"If you aren’t opposed to COVID-19 vaccines on some principle but haven’t gotten vaccinated yet, then why haven’t you gotten vaccinated?",5820642,1399039582063169537,3605db70c687a01d,1,29,10,2,,,United States,"Sioux Falls, SD",After_May
170,Twitter for iPhone,2021-05-13T16:47:30.000Z,#YourKoreanDad takes you to get vaccinated! #GetToImmunity #VaccinateAll58 #CaliforniaForAll #CDPHpartner https://t.co/vFIvZq0WD9,5031501,1392884216493346816,fbd6d2f5a4e4a15e,111,19,899,26,,,United States,"California, USA",After_May
171,Twitter for iPhone,2021-05-30T10:41:49.000Z,Masks 😷 still have a key role protecting those who cannot get vaccinated or do not develop protective immunity from vaccines. SARS-COV-2 reminded us we live in the same planet 🌍 https://t.co/C79P1FgP77,1133440557143822336,1398952785031225344,fbd6d2f5a4e4a15e,0,0,3,0,,,United States,"California, USA",After_May
172,Twitter for iPhone,2021-05-25T22:07:20.000Z,"Frustrates me reading so many of the replies today. Trump was 100% immune until he left office. Massive investigation in NY has been underway for 2 yrs, separate from all else. Trump obstructed that and finally lost in court 60 DAYS ago. Its now moving towards the fireworks. 💥💥",2323448533,1397313360467693568,fbd6d2f5a4e4a15e,89,20,731,1,,,United States,"California, USA",After_May
173,Instagram,2021-05-26T03:33:28.000Z,Free #covid_19 Jansen vaccines available with no appointment at SFO! @ San Francisco International Airport (SFO) https://t.co/L2oiF191zO,5986922,1397395435648700416,fbd6d2f5a4e4a15e,0,0,1,0,Point,"[-122.3870945, 37.616713]",United States,"California, USA",After_May
174,Twitter for iPhone,2021-05-23T05:36:11.000Z,"Months after I signed up to test the Moderna vaccine (Phase 1), my momma signed up too (Phase 3).

We're both feeling great — and so glad to finally be reunited. https://t.co/TdttfRSkAI",159316065,1396339153181179909,fbd6d2f5a4e4a15e,9,8,400,2,,,United States,"California, USA",After_May
175,Twitter for Android,2021-05-17T17:33:25.000Z,"""President Joe Biden to send US-authorized COVID-19 vaccines abroad for the first time""  https://t.co/vBlrHinLw5",2903997122,1394345321904234500,fbd6d2f5a4e4a15e,0,0,0,0,,,United States,"California, USA",After_May
176,Twitter for iPhone,2021-05-29T04:46:50.000Z,@tom_n_phx He was immune for 4 years and blocked endless Federal investigations. NY investigation was stymied by him for 18 months until March 2021. Things are moving very fast in many venues.,2323448533,1398501062412169225,fbd6d2f5a4e4a15e,11,10,183,0,,,United States,"California, USA",After_May
177,Twitter for iPhone,2021-05-15T15:09:21.000Z,"Our team is ready! Drive thru and get vaccinated😃. No appointment needed.  Fairgrounds Vaccination Clinic open Wed-Sun, 9:30am-4pm. Pfizer vaccine, 12+ welcome.
https://t.co/z8cHbi7Gz2 https://t.co/WJ0yjGe4BM",35848505,1393584292542955522,fbd6d2f5a4e4a15e,5,0,8,0,,,United States,"California, USA",After_May
178,Twitter for iPhone,2021-05-17T14:26:10.000Z,"My 1st dose a few weeks ago was quick, painless, and as a walk-in; the 2nd dose today was no different.  

My sincere thanks @AHNtoday for running a 1st rate vaccination process.  

We got this, Pennsylvania. 

Let’s all vax up, PA.  💪 💯 https://t.co/zdMOfGIxbM",3622368202,1394298200601894921,6f8088a9a420904f,118,31,2535,4,,,United States,"Municipality of Monroeville, PA",After_May
179,Twitter for iPhone,2021-05-17T14:31:07.000Z,"And today, our son Karl, 12 is getting vaccinated too.  💪 https://t.co/27Bv4y7xvb",3622368202,1394299447945928710,6f8088a9a420904f,35,24,1656,1,,,United States,"Municipality of Monroeville, PA",After_May
180,Twitter for Android,2021-05-25T23:28:53.000Z,Starting today @OSUWexMed is offering COVID-19 vaccines to all inpatients who would like to be vaccinated! @OSU_ANESRes @OhioStateMed @OhioState #GoBucks,1316447025706139648,1397333882689802242,3df0e3eb1e91170b,0,0,9,0,,,United States,"Columbus, OH",After_May
181,Twitter for Android,2021-05-17T18:01:19.000Z,"""President Joe Biden to send US-authorized COVID-19 vaccines abroad for the first time""  https://t.co/LZAAHGceBA",23738478,1394352343320305668,3df0e3eb1e91170b,0,0,1,0,,,United States,"Columbus, OH",After_May
182,Twitter for iPhone,2021-05-28T12:48:36.000Z,"If you are fully vaccinated and holding a #MemorialDay gathering, then make sure to stock up on plenty union-made goods! https://t.co/tONTXRV6kH",12534082,1398259914137653250,3df0e3eb1e91170b,17,2,52,4,,,United States,"Columbus, OH",After_May
183,Twitter for iPhone,2021-05-22T17:16:08.000Z,"I’m proud to call this lady my wife, being pregnant during covid can be scary. We are thankful for a vaccine that is not only safe for her but giving our little babe some antibodies. Being able to get it done at the stadium was pretty convenient too. 🙌 #Vaxxed https://t.co/amSflZAd9k",979177338,1396152913844609026,0fc294572b142001,61,59,1856,21,,,United States,T-Mobile Park,After_May
184,Twitter for Android,2021-05-15T22:32:28.000Z,This is how it sounds questioning the COVID-19 vaccines. https://t.co/FrRrA61MyD,940095564,1393695806914433028,161d2f18e3a0445a,0,0,12,0,,,United States,"Raleigh, NC",After_May
185,Twitter for iPhone,2021-05-16T00:46:11.000Z,"I’m fully vaccinated, and yet for the foreseeable future I will continue to wear a mask in a store. And on the bus. Or in a Lyft. I’m not asking for your opinion and I don’t care what it is. My body my choice. 💪😷🙌",1852053517,1393729456859058176,5a110d312052166f,69,46,1002,15,,,United States,"San Francisco, CA",After_May
186,Twitter for iPhone,2021-05-29T02:16:02.000Z,"Written by @carlzimmer , this N.Y. Times article is so far one the best pieces to cover the controversies over SARS-CoV-2 (COVID-19 virus) origin. https://t.co/V3fdeI308L",373113388,1398463111686889472,5a110d312052166f,3,1,10,0,,,United States,"San Francisco, CA",After_May
187,Twitter for iPhone,2021-05-20T16:43:15.000Z,"✈️ Given the sharp increase of vaccination and the plummeting of COVID cases in the US &amp; France, France🇫🇷 will be opening its borders to fully vaccinated US🇺🇸 travelers from June 9th on ! 
We hope the US will follow the same path and open its borders to vaccinated EU🇪🇺 travelers. https://t.co/xJ26etbXzp",2369668423,1395419862005018625,5a110d312052166f,42,17,257,13,,,United States,"San Francisco, CA",After_May
188,Twitter for iPhone,2021-05-24T02:37:22.000Z,"I saw *a lot* of vaccinated friends this weekend, and while handshakes may be out, there were a lot of hugs.

SF is far from perfect and I have a litany of complaints, but I’m grateful we are very nearly beyond this.",15293504,1396656538526261253,5a110d312052166f,6,7,333,2,,,United States,"San Francisco, CA",After_May
189,Twitter for iPhone,2021-05-24T18:31:41.000Z,"Tl;dr the COVID-19 vaccines work and we need to get them to people who haven’t gotten the shot.

Maybe these disaggregated numbers will help. https://t.co/GePt5Q7fVc",805592198284722176,1396896703945469955,5a110d312052166f,0,0,1,0,,,United States,"San Francisco, CA",After_May
190,Twitter for iPhone,2021-05-25T18:57:48.000Z,"Facebook has instituted tiers to describe the tone of certain posts related to COVID-19 vaccines, with some being categorized as “sensational/alarmist” or “criticizing choice.” The responses range from outright removal to comment demotions.
https://t.co/iDdOONsL2Y",1354982248227856385,1397265664256012288,5a110d312052166f,0,2,0,0,,,United States,"San Francisco, CA",After_May
191,Twitter for Android,2021-05-23T00:08:35.000Z,"Am I vaccinated? Yes.
Do I wear a mask in public? Yes. 
Is it virtue signaling? Absolutely.",465837838,1396256710940057608,7202b2c7918d203e,48,22,981,5,,,United States,"Candler-McAfee, GA",After_May
192,Twitter for iPhone,2021-05-15T14:41:59.000Z,COVID-19 Vaccines until 3 pm TODAY at @shalouisville on Lexington Road. Everyone 12 and older welcome. Sign up here - https://t.co/mAnbxwqj4O - or walk in. https://t.co/tqrvqphAii,47835058,1393577403520258048,07d9f53c75883001,1,0,7,0,,,United States,Sacred Heart Model School,After_May
193,Twitter for iPhone,2021-05-15T19:26:46.000Z,"Thanks to @shalouisville and @Norton_Health for a successful COVID-19 clinic today. More than 100 vaccines given, with 85% of them ages 12-17. Access vaccines at the website https://t.co/gDVHvSuWZx. Enter your zip code and vaccine sites near you will appear. #OneShotAtATime https://t.co/7fIt3XRDku",47835058,1393649075267031050,07d9f53c75883001,3,0,17,1,,,United States,Sacred Heart Model School,After_May
194,Twitter for iPhone,2021-05-26T13:21:06.000Z,"@davenewworld_2 There cannot that many Maseratis registered in DC/Virginia/Maryland. My concern is the ease with which he got out and did this. Hopefully, there is no diplomatic immunity involved.",62680724,1397543316850368512,a592bd6ceb1319f7,77,45,1378,4,,,United States,"San Diego, CA",After_May
195,Twitter for Android,2021-05-16T02:25:18.000Z,"Fully vaccinated is finally travelling and exploring San Diego Zoo

Unfortunately I forgot the sun exists and I may be very burnt 

Who did it better? https://t.co/gBPtxy7LU4",354679270,1393754399743221762,a592bd6ceb1319f7,3,12,893,0,,,United States,"San Diego, CA",After_May
196,Twitter for iPhone,2021-05-22T23:13:08.000Z,Yeah because none of us have been required to get vaccinations before going to school ever before https://t.co/ZLgw1TGjtp,603301981,1396242756801114115,21588d4d5485857e,23058,121,139772,375,,,United States,"Logansport, IN",After_May
197,Twitter for iPhone,2021-05-28T13:39:19.000Z,"‼️BREAKING‼️
New CDC guidance says vaccinated and unvaccinated people should read the article before commenting.",773987301554814976,1398272677501194242,7142eb97ae21e839,92,9,641,6,,,United States,"Georgia, USA",After_May
198,Twitter for Android,2021-05-29T22:38:36.000Z,"@lMaryPerry @wsvn Yep, agreed. We know everyone isn't telling the truth on taking these Covid-19 vaccines.",989797831,1398770780847083524,7142eb97ae21e839,0,0,1,0,,,United States,"Georgia, USA",After_May
199,Twitter for Android,2021-05-17T17:30:51.000Z,"Real estate developer Guo Wengui is at the center of a disinformation network that peddles falsehoods about former President's defeat in the 2020 election, and also lies aimed at discouraging the use of COVID-19 vaccines. https://t.co/shVGnCHBvn",956694332,1394344678204510212,7142eb97ae21e839,0,0,0,0,,,United States,"Georgia, USA",After_May
200,Twitter for Android,2021-05-17T16:55:25.000Z,"""President Joe Biden to send US-authorized COVID-19 vaccines abroad for the first time""  https://t.co/e1B0LsnzzN",1143540251547394048,1394335762422894596,7142eb97ae21e839,0,0,0,0,,,United States,"Georgia, USA",After_May
201,Twitter for iPhone,2021-05-25T21:08:24.000Z,@mdnij34 Get rid of it. Just like they are trying to discredit COVID-19 vaccines. 🤷🏽‍♀️,731894507994775552,1397298529794760706,7142eb97ae21e839,0,0,0,0,,,United States,"Georgia, USA",After_May
202,Instagram,2021-05-22T21:19:25.000Z,"Brought my (vaccinated) self to Texas for 24 hours to celebrate my (vaccinated) grandparents’ 65th wedding anniversary 🥰 @ Alvarado, Texas https://t.co/h1lRQC48kk",170861207,1396214139308105736,1b65b9192cd2801b,74,201,3149,15,Point,"[-97.2128, 32.4063]",United States,"Alvarado, TX",After_May
203,Twitter for iPhone,2021-05-18T19:32:22.000Z,"While we've officially ceased operations of our @femaregion5 community vaccination site, which was Michigan's largest on-site clinic, we wanted to celebrate all of those who made this historic event possible.
 
Together we provided nearly 275,000 vaccines. A sincere thank you. https://t.co/sBEc7mWHdy",2678058673,1394737645092278272,b463d3bd6064861b,73,20,639,32,,,United States,"Detroit, MI",After_May
204,Twitter for iPhone,2021-05-17T21:19:20.000Z,"@bluetruth2020 @BrandysLinda @brithume If you “trust” and “believe” what these people tell you then good for you!  But remember, they “claim” that they came up with “three” COVID-19 vaccines in less than a year! Cancer, Diabetes, HIV, the common cold, and several other illnesses are still here!  Go figure!",1136611856569835521,1394402178350071808,b463d3bd6064861b,0,1,0,0,,,United States,"Detroit, MI",After_May
205,Twitter for Android,2021-05-21T13:43:08.000Z,"I see my fellow vaccinated middle-agers getting haircuts, going to the doc, booking travel, dining at restaurants, returning to their art studios, putting their bands back together and it makes me happy. Vaccines are a miracle, they really are.",1049171,1395736921574449153,44453d2ae8e47fd5,56,12,639,4,,,United States,"Mount Vernon, NY",After_May
206,Twitter for Android,2021-05-29T17:12:52.000Z,"In New York we're down to a little more than 1,100 people in the hospital with Covid. Positivity rate now in the .60s. Almost two-thirds of adults have had at least one dose. Deaths are dropping rapidly too. Incredible progress. The vaccines are a miracle.",1049171,1398688805100609539,44453d2ae8e47fd5,48,12,247,1,,,United States,"Mount Vernon, NY",After_May
207,Twitter for iPhone,2021-05-20T15:27:04.000Z,Just wanted to report that after my second dose of the vaccine I had a side effect which is that I am going out to hear music tonight,607310975,1395400688444887040,dd3b100831dd1763,4,5,155,2,,,United States,"New Orleans, LA",After_May
208,Twitter for iPhone,2021-05-19T13:49:34.000Z,"The @CDCgov reports that most people have mild or no side effects from the #COVIDVaccine. But in #NOLA, we’re anticipating enough vaccines may have some additional  effects, including #MardiGras, @Saints games &amp; #SecondLines. 😉 

#SleevesUpNOLA https://t.co/HBRWwsYN5H",70535360,1395013765142298630,dd3b100831dd1763,96,11,288,17,,,United States,"New Orleans, LA",After_May
209,Twitter for iPhone,2021-05-28T14:19:40.000Z,I take my mask off outdoors. Why? 1. The risk of infection is incredibly low 2. I am vaccinated and the vaccines are amazing 3. I believe in science.,605663585,1398282831495766022,fd70c22040963ac7,98,82,1030,9,,,United States,"Boulder, CO",After_May
210,Twitter for iPhone,2021-05-22T18:44:17.000Z,I’m lucky. I am vaccinated. But for many/most of the world it will take months and even years. In the meantime ITS AIRBORNE. protect yourself. https://t.co/gpX3ampZGV,605663585,1396175096625221641,fd70c22040963ac7,25,2,140,0,,,United States,"Boulder, CO",After_May
211,Twitter for iPhone,2021-05-15T16:53:32.000Z,"Yes I’m fully vaccinated.

And yes I’m still wearing a mask everywhere.

Because I care about other people. It’s that simple.",1520597863,1393610509077950470,fd70c22040963ac7,7,16,148,0,,,United States,"Boulder, CO",After_May
212,Twitter for iPhone,2021-05-18T02:46:17.000Z,"Ohio sees boost in shots after it announces $1 MILLION vaccination lottery.
Ohio had its highest vaccination day in three weeks after it announced lottery-style drawings for vaccinated Ohioans: @deonjhampton, @NBCNews.
https://t.co/l7HLvAuwRd",264924050,1394484458523439106,de599025180e2ee7,85,24,298,21,,,United States,"Ohio, USA",After_May
213,Twitter for iPhone,2021-05-16T00:25:21.000Z,The CDC has announced that birders who are fully vaccinated can count Myrtle Warbler and Audubon’s Warbler as separate species on their life lists.,178510929,1393724215124271108,de599025180e2ee7,68,13,681,13,,,United States,"Ohio, USA",After_May
214,Twitter for iPhone,2021-05-19T13:07:30.000Z,"Rep. Gross: let me be REALLY CLEAR. Private businesses requiring vaccines are in ZERO WAYS like the Holocaust: the systematic murder of 6 million Jews. 

Please. Retract this dangerous statement! https://t.co/dwrfVIA8fU",745301594028318720,1395003178093928453,de599025180e2ee7,32,7,93,3,,,United States,"Ohio, USA",After_May
215,Twitter for Android,2021-05-17T12:49:17.000Z,"@flakyou CDC isn't saying that you can't get or spread covid if you've been vaccinated.

From the CDC website:

""We are still learning how well vaccines prevent you from spreading the virus that causes COVID-19 to others, even if you do not have symptoms""

https://t.co/HcBFko0wwx",18347314,1394273819091681286,de599025180e2ee7,0,0,0,1,,,United States,"Ohio, USA",After_May
216,Twitter for Android,2021-05-20T16:39:18.000Z,"FDA In Brief: FDA Advises Against Use of SARS-CoV-2 Antibody Test Results to Evaluate Immunity or Protection From COVID-19, Including After Vaccination https://t.co/oLJ5C7dYeC",454898193,1395418866277310468,a307591cd0413588,0,0,4,0,,,United States,"Buffalo, NY",After_May
217,Twitter for iPhone,2021-05-14T20:29:35.000Z,"Just here to say, I am vaccinated, and am totally fine if you are not. We all have our own choice to make, and I’ll never bully you into having my same views....hell, what boring lives we would live if we all thought exactly the same. 
❤️💙 Go Bills. https://t.co/odJ5yCYfLK",221104088,1393302492432244747,a307591cd0413588,7,21,268,4,,,United States,"Buffalo, NY",After_May
218,Twitter for iPhone,2021-05-25T17:35:27.000Z,"#Bills QB Josh Allen won’t share whether or not he’s gotten the COVID-19 vaccine:

“I know vaccines are going to be a hot topic through the remainder of the season... I’m going to keep those conversations and the choices of my teammates and myself in house.” #BillsMafia @WKBW",1560528534,1397244938509750275,00f0112125d013dc,4,3,15,0,,,United States,"Orchard Park, NY",After_May
219,Twitter for iPhone,2021-05-25T02:02:27.000Z,"@davekammeyer @Austen @paulg If it turns out that the GoF researchers’ work product was SARS-CoV-2, then the conspiracy theory would be correct. But the lab leak hypothesis is far broader: there were many more non-engineered coronaviruses that could’ve escaped the lab / infected pre-lab collection personnel.",296585634,1397010139962511362,59454533edec2571,0,3,7,0,,,United States,"Woodinville, WA",After_May
220,Twitter for iPhone,2021-05-25T02:04:29.000Z,@davekammeyer @Austen @paulg One of the specific edits in the OP diff was belatedly acknowledging that possibility: that SARS-CoV-2 being a natural pathogen not created by humans doesn’t mean it couldn’t have escaped the lab.,296585634,1397010650904207363,59454533edec2571,0,1,2,0,,,United States,"Woodinville, WA",After_May
221,Twitter for iPhone,2021-05-24T19:57:18.000Z,Just saw two homeless people giving each other vaccinations under the overpass. What a beautiful world we live in. It’s truly refreshing to see unselfish human beings doing good for the safety of those around them.,244848676,1396918246884798464,737fcb9daae404ac,66,3,573,5,,,United States,"Boise, ID",After_May
222,Twitter for iPhone,2021-05-19T13:08:34.000Z,just heard an antidepressant commercial where they listed “unusual urges” as a side effect and that’s a hell of a euphemism to drop in a medical setting with absolutely no explanation,709822647652196353,1395003448257548290,b0e50abc7e3f7363,3,17,102,0,,,United States,"Hays, KS",After_May
223,Sprout Social,2021-05-25T18:00:21.000Z,"We held our first #MobileMarket with @AUG_Health to provide families in McDuffie County with food + access to COVID-19 vaccines. Increasing access to nutritious food + health care is especially important in rural communities. Thanks to our volunteers, we served 400+ families! https://t.co/tLN1rM0Aw1",143840190,1397251203638116354,18ec9eacecff7e26,0,1,6,0,,,United States,"Thomson, GA",After_May
224,Twitter for iPhone,2021-05-17T20:55:30.000Z,@MailOnline Making passengers weigh in to get on a flight is not an invasion of privacy but asking if they have had a COVID-19 vaccine is? Sheesh 🤦🏻,248870751,1394396178100391939,00d511d335cd9fb6,60,57,1334,11,,,United States,"Alafaya, FL",After_May
225,Twitter for iPhone,2021-05-28T14:42:49.000Z,"Have you heard of the #CompassStudy 
💡
The COMPASS Study – Community Prevalence of SARS-CoV-2 Study (CoVPN 5002) will estimate the percentage of people affected by SARS-CoV-2 in selected communities in the #UnitedStates #ResearchForThePeople 
⬇️❤️
Visit https://t.co/dh96Ua67Y4 https://t.co/VV6bIy7ogT",1340013461808558081,1398288658634088453,fa3435044b52ecc7,1,0,1,0,,,United States,"Newark, NJ",After_May
226,Twitter for Android,2021-05-26T17:53:23.000Z,"""Some European influencers say they received an offer to post false information about COVID-19 vaccines from a mysterious company, according to multiple reports""  https://t.co/PUEMfVjBgX",718411701696262146,1397611837135413253,fa3435044b52ecc7,0,0,0,0,,,United States,"Newark, NJ",After_May
227,Twitter for Android,2021-05-28T20:05:07.000Z,"Covid Update - I am hanging in. I don't think I am improving but I am not getting worse. I am closing in on the time period where blood clots &amp; strokes appear (next week). If I can get thru this, I can get thru anything. GET VACCINATED. DON'T LET THIS HAPPEN TO YOU!",20293015,1398369766868504584,0138153149b79c7f,77,64,465,12,,,United States,"Flint, MI",After_May
228,Twitter for iPhone,2021-05-21T22:11:07.000Z,"No justice. No peace. End vaccine apartheid. #COVID19 is big business, but who’s making a killing? https://t.co/XppV8JqIN7",30844417,1395864760399417345,795003fb11ee9829,112,10,291,6,,,United States,"New Haven, CT",After_May
229,Twitter for iPhone,2021-05-18T16:23:49.000Z,@Daoyu15 @BillyBostickson @virological_org I think under regulations it is those labs responsibility to investigate the viruses. Without those researches， how could people know to focus on spike protein for vaccine development？In USA BSL2 labs can handle Sars-cov-2，while that group is a strict P4 lab.,1235991588138110981,1394690194834612230,795003fb11ee9829,0,2,0,0,,,United States,"New Haven, CT",After_May
230,Twitter for iPhone,2021-05-19T09:50:54.000Z,"MY FAMILY! 💙🙏🏻 VACCINATED &amp; together again! Wow, does this feel good! It’s a new day Connecticut! https://t.co/vPrv0DlMTf",84240551,1394953702671273984,795003fb11ee9829,9,7,169,1,,,United States,"New Haven, CT",After_May
231,Twitter for iPhone,2021-05-19T22:31:33.000Z,"It’s finally here, and we are so excited. Check out https://t.co/MtHYh3vO3f today and over the next weeks for the rollout of our Spring issue and new web-exclusive pieces! https://t.co/RwhI2LnpYF",35934858,1395145125131657231,795003fb11ee9829,8,2,49,0,,,United States,"New Haven, CT",After_May
232,Twitter for Android,2021-05-20T12:30:34.000Z,"City of Garland Public Health, Cities of Sachse &amp; Rowlett, &amp; GISD work together to give almost 24,000 Covid-19 Vaccines in 15 Mass Vaccine Events! #GISDPROUD #GISDALWAYSCONNECTED #GarlandUSA @gisdnews @drlopez23 https://t.co/aiJWR38PeC",727583763941625857,1395356273361756170,7c01d867b8e8c494,1,0,3,0,,,United States,"Garland, TX",After_May
233,Twitter for Android,2021-05-18T11:44:38.000Z,"@shannanwrites My hubs (a SBC lay preacher) says it best. ""I believe in God and that He'll protect us, but I also believe He gave us the knowledge and the free will to do things to protect ourselves, including masking, social distancing &amp; getting vaccinated. He's not going to do it ALL for us.""",113922405,1394619936618729473,0b980b7cee278114,57,10,616,3,,,United States,"Griffith, IN",After_May
234,Twitter for iPhone,2021-05-22T23:42:26.000Z,"#Nets will announce a sell out at 14,391, with 93% of them vaccinated. #nba #celtics",51189120,1396250127266897921,011add077f4d2da3,69,25,442,48,,,United States,"Brooklyn, NY",After_May
235,Twitter for Android,2021-05-28T18:02:14.000Z,"As we learned from the pandemic, our health is interconnected.

As we learned from the vaccine rollout, healthcare must be easy to access and free at the point of service.

NY must pass the New York Health Act before the legislative session ends on June 10.",833866550906068992,1398338841124216835,011add077f4d2da3,62,5,287,9,,,United States,"Brooklyn, NY",After_May
236,Twitter for iPhone,2021-05-22T13:09:05.000Z,"The fact that you can go maskless if and only if you’re vaccinated is ridiculous considering the fact that if you are vaccinated you 
1) are not immune to COVID
thus, 
2) can still contract and give others COVID, whether they are vaccinated or not.",134240164,1396090739277369346,011add077f4d2da3,61,3,134,1,,,United States,"Brooklyn, NY",After_May
237,Twitter for iPhone,2021-05-15T04:04:39.000Z,"Wait, does Law &amp; Order still rip from the headlines? Watching #lawandorderorganizedcrime. Did some fancy doctor sell COVID-19 vaccines to rich ppl who had vaccine parties? 🤦🏽‍♀️",15440411,1393417013947740164,011add077f4d2da3,0,1,1,0,,,United States,"Brooklyn, NY",After_May
238,Twitter for iPhone,2021-05-13T21:25:43.000Z,EYE shall be wearing a mask until EYE decide that it’s a good time for me to not wear one. I may be vaccinated but I ain’t playing this game https://t.co/ILYwou8uOw,2965251335,1392954231087321097,011add077f4d2da3,27,1,104,1,,,United States,"Brooklyn, NY",After_May
239,Twitter for Android,2021-05-29T00:23:10.000Z,Back at @nycnextlevel. Masked up of course. Half vaccinated. I miss y'all. Still on sabbatical tho. https://t.co/xfQ3Nuitcf,27250990,1398434708699090944,011add077f4d2da3,30,4,124,0,,,United States,"Brooklyn, NY",After_May
